4 , 23/10/2012 04:45:07:400 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101290701Default Amount :3542.0
4 , 23/10/2012 04:45:08:429 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091840301Recovered Amount :0.0
4 , 23/10/2012 04:45:08:429 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090192901Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:08:429 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090258501Claim Applied Amount :35625.0
4 , 23/10/2012 04:45:08:429 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091840301Default Amount :25000.0
4 , 23/10/2012 04:45:08:429 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090192901Recovered Amount :0.0
4 , 23/10/2012 04:45:08:429 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090258501Recovered Amount :0.0
4 , 23/10/2012 04:45:08:445 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:445 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090192901Default Amount :1768000.0
4 , 23/10/2012 04:45:08:445 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090258501Default Amount :9479.0
4 , 23/10/2012 04:45:08:445 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:445 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:445 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:445 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:445 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:507 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:523 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091599301Oustanding Amount :25000.0
4 , 23/10/2012 04:45:08:523 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091599301Approved Application Amount :25000.0
4 , 23/10/2012 04:45:08:523 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:523 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:523 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091599301Claim Applied Amount :21250.0
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090628601Oustanding Amount :11846.0
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587101Oustanding Amount :50000.0
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091599301Recovered Amount :0.0
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090628601Approved Application Amount :15000.0
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587101Approved Application Amount :50000.0
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091599301Default Amount :50000.0
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090628601Claim Applied Amount :10070.0
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587101Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:539 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090628601Recovered Amount :0.0
4 , 23/10/2012 04:45:08:554 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587101Recovered Amount :0.0
4 , 23/10/2012 04:45:08:554 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:554 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090628601Default Amount :44463.0
4 , 23/10/2012 04:45:08:554 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587101Default Amount :41863.0
4 , 23/10/2012 04:45:08:554 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:554 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:554 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:554 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:617 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:617 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587401Oustanding Amount :50000.0
4 , 23/10/2012 04:45:08:617 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587401Approved Application Amount :50000.0
4 , 23/10/2012 04:45:08:632 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587401Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:08:632 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:632 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587401Recovered Amount :0.0
4 , 23/10/2012 04:45:08:632 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:632 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568701Oustanding Amount :68580.0
4 , 23/10/2012 04:45:08:648 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091587401Default Amount :25000.0
4 , 23/10/2012 04:45:08:648 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100117101Oustanding Amount :25000.0
4 , 23/10/2012 04:45:08:648 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568701Approved Application Amount :90000.0
4 , 23/10/2012 04:45:08:648 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:648 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100117101Approved Application Amount :25000.0
4 , 23/10/2012 04:45:08:648 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568701Claim Applied Amount :53617.15
4 , 23/10/2012 04:45:08:663 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:663 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100117101Claim Applied Amount :25000.0
4 , 23/10/2012 04:45:08:663 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568701Recovered Amount :0.0
4 , 23/10/2012 04:45:08:663 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100117101Recovered Amount :0.0
4 , 23/10/2012 04:45:08:663 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568701Default Amount :11846.0
4 , 23/10/2012 04:45:08:663 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100117101Default Amount :50000.0
4 , 23/10/2012 04:45:08:663 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:663 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:663 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:663 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:726 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:726 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101560101Oustanding Amount :199564.0
4 , 23/10/2012 04:45:08:726 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101560101Approved Application Amount :200000.0
4 , 23/10/2012 04:45:08:726 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101560101Claim Applied Amount :169648.0
4 , 23/10/2012 04:45:08:741 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101560101Recovered Amount :0.0
4 , 23/10/2012 04:45:08:741 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101560101Default Amount :50000.0
4 , 23/10/2012 04:45:08:741 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:741 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:757 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:757 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101486701Oustanding Amount :937548.0
4 , 23/10/2012 04:45:08:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100183601Oustanding Amount :25000.0
4 , 23/10/2012 04:45:08:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101486701Approved Application Amount :950000.0
4 , 23/10/2012 04:45:08:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100183601Approved Application Amount :25000.0
4 , 23/10/2012 04:45:08:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101486701Claim Applied Amount :700633.0
4 , 23/10/2012 04:45:08:773 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100183601Claim Applied Amount :25000.0
4 , 23/10/2012 04:45:08:773 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101486701Recovered Amount :0.0
4 , 23/10/2012 04:45:08:773 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100183601Recovered Amount :0.0
4 , 23/10/2012 04:45:08:773 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101486701Default Amount :68580.0
4 , 23/10/2012 04:45:08:773 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100183601Default Amount :25000.0
4 , 23/10/2012 04:45:08:773 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:773 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:773 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:773 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:819 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:819 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100316601Oustanding Amount :25000.0
4 , 23/10/2012 04:45:08:819 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100316601Approved Application Amount :25000.0
4 , 23/10/2012 04:45:08:819 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100316601Claim Applied Amount :25000.0
4 , 23/10/2012 04:45:08:835 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100316601Recovered Amount :0.0
4 , 23/10/2012 04:45:08:835 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100316601Default Amount :199564.0
4 , 23/10/2012 04:45:08:835 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:835 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:835 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090764201Oustanding Amount :21942.0
4 , 23/10/2012 04:45:08:851 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090764201Approved Application Amount :25000.0
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091060301Oustanding Amount :40000.0
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090764201Claim Applied Amount :15964.0
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091060301Approved Application Amount :40000.0
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090764201Recovered Amount :0.0
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091060301Claim Applied Amount :34000.0
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090764201Default Amount :937548.0
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091060301Recovered Amount :0.0
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:851 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091060301Default Amount :25000.0
4 , 23/10/2012 04:45:08:866 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:866 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:866 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:897 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:913 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091051301Oustanding Amount :8257.0
4 , 23/10/2012 04:45:08:913 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091051301Approved Application Amount :40000.0
4 , 23/10/2012 04:45:08:913 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091051301Claim Applied Amount :7037.0
4 , 23/10/2012 04:45:08:913 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091051301Recovered Amount :0.0
4 , 23/10/2012 04:45:08:913 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091051301Default Amount :25000.0
4 , 23/10/2012 04:45:08:929 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:929 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:929 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:929 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080033101Oustanding Amount :124000.0
4 , 23/10/2012 04:45:08:929 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080033101Approved Application Amount :124000.0
4 , 23/10/2012 04:45:08:929 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080033101Claim Applied Amount :93000.0
4 , 23/10/2012 04:45:08:929 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:929 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080033101Recovered Amount :0.0
4 , 23/10/2012 04:45:08:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040401Oustanding Amount :25000.0
4 , 23/10/2012 04:45:08:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH080033101Default Amount :21942.0
4 , 23/10/2012 04:45:08:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040401Approved Application Amount :25000.0
4 , 23/10/2012 04:45:08:944 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040401Claim Applied Amount :21250.0
4 , 23/10/2012 04:45:08:944 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040401Recovered Amount :0.0
4 , 23/10/2012 04:45:08:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100040401Default Amount :40000.0
4 , 23/10/2012 04:45:08:944 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:944 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:08:975 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:08:975 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588501Oustanding Amount :60000.0
4 , 23/10/2012 04:45:08:975 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588501Approved Application Amount :60000.0
4 , 23/10/2012 04:45:08:991 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588501Claim Applied Amount :51000.0
4 , 23/10/2012 04:45:08:991 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588501Recovered Amount :0.0
4 , 23/10/2012 04:45:08:991 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091588501Default Amount :8257.0
4 , 23/10/2012 04:45:08:991 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:08:991 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:09:007 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090801401Oustanding Amount :96618.0
4 , 23/10/2012 04:45:09:022 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090801401Approved Application Amount :100000.0
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203801Oustanding Amount :50000.0
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090801401Claim Applied Amount :96618.0
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203801Approved Application Amount :50000.0
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090801401Recovered Amount :0.0
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203801Claim Applied Amount :42500.0
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090801401Default Amount :124000.0
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203801Recovered Amount :0.0
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:09:022 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091203801Default Amount :25000.0
4 , 23/10/2012 04:45:09:038 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:09:038 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:45:09:038 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:45:09:053 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:45:09:053 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091918501Oustanding Amount :50000.0
