4 , 23/10/2012 04:46:46:852 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HA100156201Recovered Amount :0.0
4 , 23/10/2012 04:46:47:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU090175001Default Amount :1450000.0
4 , 23/10/2012 04:46:47:694 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091187401Default Amount :44989.0
4 , 23/10/2012 04:46:47:694 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:694 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:694 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:694 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:741 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:47:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090044501Oustanding Amount :50000.0
4 , 23/10/2012 04:46:47:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090044501Approved Application Amount :50000.0
4 , 23/10/2012 04:46:47:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090044501Claim Applied Amount :37500.0
4 , 23/10/2012 04:46:47:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090044501Recovered Amount :0.0
4 , 23/10/2012 04:46:47:757 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090044501Default Amount :5003154.0
4 , 23/10/2012 04:46:47:772 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:772 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:772 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:47:772 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080468101Oustanding Amount :776307.25
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102426601Oustanding Amount :7169.0
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080468101Approved Application Amount :1162000.0
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102426601Approved Application Amount :25000.0
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080468101Claim Applied Amount :617571.0
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102426601Claim Applied Amount :6093.0
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080468101Recovered Amount :0.0
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102426601Recovered Amount :0.0
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN080468101Default Amount :792081.0
4 , 23/10/2012 04:46:47:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102426601Default Amount :60000.0
4 , 23/10/2012 04:46:47:803 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:803 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:803 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:803 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:850 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:47:850 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878401Oustanding Amount :2374546.0
4 , 23/10/2012 04:46:47:850 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878401Approved Application Amount :2375000.0
4 , 23/10/2012 04:46:47:850 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878401Claim Applied Amount :1749131.0
4 , 23/10/2012 04:46:47:866 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878401Recovered Amount :0.0
4 , 23/10/2012 04:46:47:866 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101878401Default Amount :50000.0
4 , 23/10/2012 04:46:47:866 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:866 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:47:866 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:881 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101604801Oustanding Amount :25000.0
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090751101Oustanding Amount :50000.0
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101604801Approved Application Amount :25000.0
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090751101Approved Application Amount :50000.0
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101604801Claim Applied Amount :25000.0
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090751101Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101604801Recovered Amount :0.0
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090751101Recovered Amount :0.0
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101604801Default Amount :776307.25
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090751101Default Amount :7169.0
4 , 23/10/2012 04:46:47:881 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:897 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:897 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:897 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:928 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:47:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100008001Oustanding Amount :288948.0
4 , 23/10/2012 04:46:47:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100008001Approved Application Amount :300000.0
4 , 23/10/2012 04:46:47:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100008001Claim Applied Amount :280000.0
4 , 23/10/2012 04:46:47:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100008001Recovered Amount :0.0
4 , 23/10/2012 04:46:47:944 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100008001Default Amount :2374546.0
4 , 23/10/2012 04:46:47:944 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:944 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:959 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:47:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080106201Oustanding Amount :23936.0
4 , 23/10/2012 04:46:47:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080106201Approved Application Amount :50000.0
4 , 23/10/2012 04:46:47:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080106201Claim Applied Amount :17688.0
4 , 23/10/2012 04:46:47:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080106201Recovered Amount :0.0
4 , 23/10/2012 04:46:47:959 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:47:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080106201Default Amount :25000.0
4 , 23/10/2012 04:46:47:959 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Oustanding Amount :60000.0
4 , 23/10/2012 04:46:47:975 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:975 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Approved Application Amount :60000.0
4 , 23/10/2012 04:46:47:975 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:47:975 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Claim Applied Amount :51000.0
4 , 23/10/2012 04:46:47:975 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Recovered Amount :0.0
4 , 23/10/2012 04:46:47:975 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091113301Default Amount :50000.0
4 , 23/10/2012 04:46:47:975 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:47:975 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:006 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100399401Oustanding Amount :31500.0
4 , 23/10/2012 04:46:48:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100399401Approved Application Amount :31500.0
4 , 23/10/2012 04:46:48:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100399401Claim Applied Amount :26775.0
4 , 23/10/2012 04:46:48:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100399401Recovered Amount :0.0
4 , 23/10/2012 04:46:48:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100399401Default Amount :288948.0
4 , 23/10/2012 04:46:48:006 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:006 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:022 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767101Oustanding Amount :12260.0
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767101Approved Application Amount :15000.0
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767101Claim Applied Amount :9667.0
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767101Recovered Amount :0.0
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090767101Default Amount :23936.0
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:037 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:037 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Oustanding Amount :100000.0
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Approved Application Amount :100000.0
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Claim Applied Amount :85000.0
4 , 23/10/2012 04:46:48:037 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Recovered Amount :0.0
4 , 23/10/2012 04:46:48:053 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091822701Default Amount :60000.0
4 , 23/10/2012 04:46:48:053 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:053 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:069 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:069 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090717901Oustanding Amount :50000.0
4 , 23/10/2012 04:46:48:069 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090717901Approved Application Amount :50000.0
4 , 23/10/2012 04:46:48:069 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090717901Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:48:069 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090717901Recovered Amount :0.0
4 , 23/10/2012 04:46:48:069 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090717901Default Amount :31500.0
4 , 23/10/2012 04:46:48:069 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:084 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:100 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:100 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554301Oustanding Amount :3550.0
4 , 23/10/2012 04:46:48:100 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554301Approved Application Amount :5000.0
4 , 23/10/2012 04:46:48:100 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554301Claim Applied Amount :3575.0
4 , 23/10/2012 04:46:48:100 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554301Recovered Amount :0.0
4 , 23/10/2012 04:46:48:100 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL11GU090554301Default Amount :12260.0
4 , 23/10/2012 04:46:48:100 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:115 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:115 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:115 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Oustanding Amount :50000.0
4 , 23/10/2012 04:46:48:115 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Approved Application Amount :50000.0
4 , 23/10/2012 04:46:48:115 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:48:115 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Recovered Amount :0.0
4 , 23/10/2012 04:46:48:115 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091617201Default Amount :100000.0
4 , 23/10/2012 04:46:48:115 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:115 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:147 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:147 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100181501Oustanding Amount :50553.0
4 , 23/10/2012 04:46:48:147 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100181501Approved Application Amount :60000.0
4 , 23/10/2012 04:46:48:147 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100181501Claim Applied Amount :42971.0
4 , 23/10/2012 04:46:48:147 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100181501Recovered Amount :0.0
4 , 23/10/2012 04:46:48:147 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100181501Default Amount :50000.0
4 , 23/10/2012 04:46:48:147 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:147 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:162 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:162 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090436101Oustanding Amount :43488.0
4 , 23/10/2012 04:46:48:162 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090436101Approved Application Amount :47500.0
4 , 23/10/2012 04:46:48:162 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090436101Claim Applied Amount :42559.0
4 , 23/10/2012 04:46:48:178 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090436101Recovered Amount :0.0
4 , 23/10/2012 04:46:48:178 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR090436101Default Amount :3550.0
4 , 23/10/2012 04:46:48:178 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:178 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:178 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:178 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Oustanding Amount :50000.0
4 , 23/10/2012 04:46:48:178 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Approved Application Amount :50000.0
4 , 23/10/2012 04:46:48:193 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:48:193 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Recovered Amount :0.0
4 , 23/10/2012 04:46:48:193 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091174501Default Amount :50000.0
4 , 23/10/2012 04:46:48:193 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:193 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:225 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:225 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090714301Oustanding Amount :50000.0
4 , 23/10/2012 04:46:48:225 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090714301Approved Application Amount :50000.0
4 , 23/10/2012 04:46:48:225 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090714301Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:48:225 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090714301Recovered Amount :0.0
4 , 23/10/2012 04:46:48:225 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090714301Default Amount :50553.0
4 , 23/10/2012 04:46:48:225 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:48:240 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:48:240 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:48:240 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA100988601Oustanding Amount :200000.0
