4 , 11/11/2008 17:02:44:478 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:47:604 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:47:604 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:47:604 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:47:604 , ApplicationDAO , getPartApplication , Entered. Memory : 8450560
4 , 11/11/2008 17:02:47:620 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:47:636 , ApplicationDAO , getPartApplication , Exited. Memory : 6897848
4 , 11/11/2008 17:02:47:636 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:47:667 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:47:682 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:47:682 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:47:682 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:47:682 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:47:682 , ApplicationDAO , getPartApplication , Entered. Memory : 6494712
4 , 11/11/2008 17:02:47:729 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:47:729 , ApplicationDAO , getPartApplication , Exited. Memory : 8847200
4 , 11/11/2008 17:02:47:729 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:47:776 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:47:776 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:47:776 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:47:776 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:47:776 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:47:776 , ApplicationDAO , getPartApplication , Entered. Memory : 8449016
4 , 11/11/2008 17:02:47:807 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:47:823 , ApplicationDAO , getPartApplication , Exited. Memory : 6896560
4 , 11/11/2008 17:02:47:823 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:47:854 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:47:870 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:47:870 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:47:870 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:47:870 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:47:870 , ApplicationDAO , getPartApplication , Entered. Memory : 6493648
4 , 11/11/2008 17:02:47:917 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:47:917 , ApplicationDAO , getPartApplication , Exited. Memory : 8842848
4 , 11/11/2008 17:02:47:917 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:47:964 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:47:964 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:47:964 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:1500.0
4 , 11/11/2008 17:02:47:964 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:1500.0
4 , 11/11/2008 17:02:47:964 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:47:964 , ApplicationDAO , getPartApplication , Entered. Memory : 8445168
4 , 11/11/2008 17:02:47:995 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:47:995 , ApplicationDAO , getPartApplication , Exited. Memory : 6893600
4 , 11/11/2008 17:02:47:995 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:042 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:042 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:042 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:48:042 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:48:042 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:042 , ApplicationDAO , getPartApplication , Entered. Memory : 6490920
4 , 11/11/2008 17:02:48:104 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:104 , ApplicationDAO , getPartApplication , Exited. Memory : 9620784
4 , 11/11/2008 17:02:48:104 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:151 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:151 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:151 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25186.0
4 , 11/11/2008 17:02:48:151 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25186.0
4 , 11/11/2008 17:02:48:151 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:151 , ApplicationDAO , getPartApplication , Entered. Memory : 9210464
4 , 11/11/2008 17:02:48:183 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:183 , ApplicationDAO , getPartApplication , Exited. Memory : 7663480
4 , 11/11/2008 17:02:48:183 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:230 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:230 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:230 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:475000.0
4 , 11/11/2008 17:02:48:230 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:475000.0
4 , 11/11/2008 17:02:48:230 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:230 , ApplicationDAO , getPartApplication , Entered. Memory : 7239480
4 , 11/11/2008 17:02:48:261 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:261 , ApplicationDAO , getPartApplication , Exited. Memory : 5711696
4 , 11/11/2008 17:02:48:261 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:323 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:323 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:323 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:48:323 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:48:323 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:323 , ApplicationDAO , getPartApplication , Entered. Memory : 9979016
4 , 11/11/2008 17:02:48:355 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:355 , ApplicationDAO , getPartApplication , Exited. Memory : 8440624
4 , 11/11/2008 17:02:48:355 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:401 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:401 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:401 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:48:401 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:48:401 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:401 , ApplicationDAO , getPartApplication , Entered. Memory : 7999528
4 , 11/11/2008 17:02:48:433 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:433 , ApplicationDAO , getPartApplication , Exited. Memory : 6480864
4 , 11/11/2008 17:02:48:433 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:480 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:480 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:480 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:48:480 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:48:480 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:480 , ApplicationDAO , getPartApplication , Entered. Memory : 6089048
4 , 11/11/2008 17:02:48:542 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:542 , ApplicationDAO , getPartApplication , Exited. Memory : 8835096
4 , 11/11/2008 17:02:48:542 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:589 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:589 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:589 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:2000.0
4 , 11/11/2008 17:02:48:589 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:2000.0
4 , 11/11/2008 17:02:48:589 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:589 , ApplicationDAO , getPartApplication , Entered. Memory : 8421632
4 , 11/11/2008 17:02:48:620 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:620 , ApplicationDAO , getPartApplication , Exited. Memory : 6872008
4 , 11/11/2008 17:02:48:620 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:667 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:667 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:667 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:48:667 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:48:667 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:667 , ApplicationDAO , getPartApplication , Entered. Memory : 6470216
4 , 11/11/2008 17:02:48:714 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:714 , ApplicationDAO , getPartApplication , Exited. Memory : 8836560
4 , 11/11/2008 17:02:48:714 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:761 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:761 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:761 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:48:761 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:48:761 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:761 , ApplicationDAO , getPartApplication , Entered. Memory : 8429784
4 , 11/11/2008 17:02:48:792 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:792 , ApplicationDAO , getPartApplication , Exited. Memory : 6879560
4 , 11/11/2008 17:02:48:792 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:839 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:839 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:839 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:48:839 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:48:839 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:839 , ApplicationDAO , getPartApplication , Entered. Memory : 6469800
4 , 11/11/2008 17:02:48:902 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:902 , ApplicationDAO , getPartApplication , Exited. Memory : 8833048
4 , 11/11/2008 17:02:48:902 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:48:949 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:48:949 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:48:949 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:20000.0
4 , 11/11/2008 17:02:48:949 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:20000.0
4 , 11/11/2008 17:02:48:949 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:48:949 , ApplicationDAO , getPartApplication , Entered. Memory : 8427016
4 , 11/11/2008 17:02:48:980 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:48:980 , ApplicationDAO , getPartApplication , Exited. Memory : 6869624
4 , 11/11/2008 17:02:48:980 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:49:027 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:49:027 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:49:027 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:49:027 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:49:027 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:49:027 , ApplicationDAO , getPartApplication , Entered. Memory : 6468240
4 , 11/11/2008 17:02:49:074 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:49:089 , ApplicationDAO , getPartApplication , Exited. Memory : 9612136
4 , 11/11/2008 17:02:49:089 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:49:136 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:49:136 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:49:136 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:1500.0
4 , 11/11/2008 17:02:49:136 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:1500.0
4 , 11/11/2008 17:02:49:136 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:49:136 , ApplicationDAO , getPartApplication , Entered. Memory : 9182400
4 , 11/11/2008 17:02:49:167 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:49:167 , ApplicationDAO , getPartApplication , Exited. Memory : 7637408
4 , 11/11/2008 17:02:49:167 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:49:214 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:49:214 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:49:214 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:49:214 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:49:214 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:49:214 , ApplicationDAO , getPartApplication , Entered. Memory : 7216584
4 , 11/11/2008 17:02:49:246 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:49:246 , ApplicationDAO , getPartApplication , Exited. Memory : 5697312
4 , 11/11/2008 17:02:49:246 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:49:308 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:49:308 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:49:308 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:49:308 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:49:308 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:49:308 , ApplicationDAO , getPartApplication , Entered. Memory : 9958960
4 , 11/11/2008 17:02:49:339 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:49:339 , ApplicationDAO , getPartApplication , Exited. Memory : 8403888
4 , 11/11/2008 17:02:49:339 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:49:386 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:49:386 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:49:386 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:24385.0
4 , 11/11/2008 17:02:49:386 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:24385.0
4 , 11/11/2008 17:02:49:386 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:49:386 , ApplicationDAO , getPartApplication , Entered. Memory : 7990192
4 , 11/11/2008 17:02:49:417 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:49:417 , ApplicationDAO , getPartApplication , Exited. Memory : 6452856
4 , 11/11/2008 17:02:49:417 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:49:464 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:49:464 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:49:464 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:1500.0
4 , 11/11/2008 17:02:49:464 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:1500.0
4 , 11/11/2008 17:02:49:464 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:49:464 , ApplicationDAO , getPartApplication , Entered. Memory : 6085480
4 , 11/11/2008 17:02:49:527 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:49:527 , ApplicationDAO , getPartApplication , Exited. Memory : 8815888
4 , 11/11/2008 17:02:49:527 , ApplicationProcessor , getPartApplication , Exited
4 , 11/11/2008 17:02:49:574 , AdminDAO , getParameter , Entered
4 , 11/11/2008 17:02:49:574 , AdminDAO , getParameter , Exited
4 , 11/11/2008 17:02:49:574 , ApplicationProcessor , calApprovedAmount , calApprovedAmt:25000.0
4 , 11/11/2008 17:02:49:574 , ApplicationProcessor , calApprovedAmount , calApprovedAmt 1:25000.0
4 , 11/11/2008 17:02:49:574 , ApplicationProcessor , getPartApplication , Entered
4 , 11/11/2008 17:02:49:574 , ApplicationDAO , getPartApplication , Entered. Memory : 8412672
4 , 11/11/2008 17:02:49:605 , ApplicationDAO , getPartApplication , values of ssi object set successfully....
4 , 11/11/2008 17:02:49:605 , ApplicationDAO , getPartApplication , Exited. Memory : 6855216
4 , 11/11/2008 17:02:49:605 , ApplicationProcessor , getPartApplication , Exited
