4 , 23/10/2012 04:49:24:695 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101112601
4 , 23/10/2012 04:49:25:241 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:241 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:241 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:241 , ClaimAction , displayClaimApproval() , memId :000100110000
4 , 23/10/2012 04:49:25:241 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101106701
4 , 23/10/2012 04:49:25:241 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:241 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:25:241 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:241 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090284501Oustanding Amount :16890.0
4 , 23/10/2012 04:49:25:241 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090284501Approved Application Amount :25000.0
4 , 23/10/2012 04:49:25:257 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090284501Claim Applied Amount :12667.5
4 , 23/10/2012 04:49:25:257 , ClaimAction , displayClaimApproval() , memId :000100190000
4 , 23/10/2012 04:49:25:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090284501Recovered Amount :0.0
4 , 23/10/2012 04:49:25:257 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI100525801
4 , 23/10/2012 04:49:25:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP090284501Default Amount :42380.0
4 , 23/10/2012 04:49:25:257 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:257 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:25:272 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:272 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:25:272 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:272 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:272 , ClaimAction , displayClaimApproval() , memId :002200120000
4 , 23/10/2012 04:49:25:272 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12HP100554001
4 , 23/10/2012 04:49:25:272 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , memId :000100030000
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100099901
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:288 , ClaimAction , displayClaimApproval() , memId :000100660000
4 , 23/10/2012 04:49:25:304 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100544001
4 , 23/10/2012 04:49:25:304 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:304 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:304 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:304 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:304 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:49:25:304 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091385801
4 , 23/10/2012 04:49:25:304 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:304 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:319 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:319 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:319 , ClaimAction , displayClaimApproval() , memId :002300120000
4 , 23/10/2012 04:49:25:319 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE101335301
4 , 23/10/2012 04:49:25:319 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:319 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:319 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:319 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:335 , ClaimAction , displayClaimApproval() , memId :002501790000
4 , 23/10/2012 04:49:25:335 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12AS100527001
4 , 23/10/2012 04:49:25:335 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:25:335 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:335 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101182701Oustanding Amount :6997.0
4 , 23/10/2012 04:49:25:335 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:335 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101182701Approved Application Amount :7150.0
4 , 23/10/2012 04:49:25:335 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:350 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101182701Claim Applied Amount :5283.0
4 , 23/10/2012 04:49:25:350 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:350 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101182701Recovered Amount :0.0
4 , 23/10/2012 04:49:25:350 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:25:350 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101182701Default Amount :16890.0
4 , 23/10/2012 04:49:25:366 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090764701
4 , 23/10/2012 04:49:25:366 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:25:366 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:366 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:25:366 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:366 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:366 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:366 , ClaimAction , displayClaimApproval() , memId :001500400000
4 , 23/10/2012 04:49:25:366 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU090048201
4 , 23/10/2012 04:49:25:382 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:382 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:382 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:382 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:382 , ClaimAction , displayClaimApproval() , memId :000100500000
4 , 23/10/2012 04:49:25:382 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090229401
4 , 23/10/2012 04:49:25:382 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:382 , ClaimAction , displayClaimApproval() , forwardedToUser :ROMRAIN0001
4 , 23/10/2012 04:49:25:382 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:397 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:397 , ClaimAction , displayClaimApproval() , memId :001900310000
4 , 23/10/2012 04:49:25:397 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE110213401
4 , 23/10/2012 04:49:25:397 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:397 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:397 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:397 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:413 , ClaimAction , displayClaimApproval() , memId :000500500000
4 , 23/10/2012 04:49:25:413 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB101367201
4 , 23/10/2012 04:49:25:413 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:413 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:413 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:413 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:413 , ClaimAction , displayClaimApproval() , memId :002400000000
4 , 23/10/2012 04:49:25:413 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100611901
4 , 23/10/2012 04:49:25:413 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:428 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:428 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:428 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:428 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:25:428 , ClaimAction , displayClaimApproval() , memId :002501060000
4 , 23/10/2012 04:49:25:428 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091215401Oustanding Amount :64494.0
4 , 23/10/2012 04:49:25:428 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR100048801
4 , 23/10/2012 04:49:25:428 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091215401Approved Application Amount :108000.0
4 , 23/10/2012 04:49:25:428 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:444 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091215401Claim Applied Amount :54035.0
4 , 23/10/2012 04:49:25:444 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:444 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091215401Recovered Amount :0.0
4 , 23/10/2012 04:49:25:444 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:444 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091215401Default Amount :6997.0
4 , 23/10/2012 04:49:25:444 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:444 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:25:444 , ClaimAction , displayClaimApproval() , memId :001500120000
4 , 23/10/2012 04:49:25:444 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:25:460 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB090770601
4 , 23/10/2012 04:49:25:460 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:460 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:460 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:460 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:460 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:49:25:460 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090622301
4 , 23/10/2012 04:49:25:460 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:460 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:475 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:475 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:475 , ClaimAction , displayClaimApproval() , memId :001900190000
4 , 23/10/2012 04:49:25:475 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12AS090024501
4 , 23/10/2012 04:49:25:475 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:475 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:475 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:475 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:475 , ClaimAction , displayClaimApproval() , memId :003400030000
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12HA090095501
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , memId :005600010000
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12GU090269701
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:491 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:506 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:506 , ClaimAction , displayClaimApproval() , memId :000100110000
4 , 23/10/2012 04:49:25:506 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101099901
4 , 23/10/2012 04:49:25:506 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:506 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:506 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:506 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:522 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:25:522 , ClaimAction , displayClaimApproval() , memId :000900280000
4 , 23/10/2012 04:49:25:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090552001Oustanding Amount :150000.0
4 , 23/10/2012 04:49:25:522 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR090464601
4 , 23/10/2012 04:49:25:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090552001Approved Application Amount :150000.0
4 , 23/10/2012 04:49:25:522 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090552001Claim Applied Amount :112500.0
4 , 23/10/2012 04:49:25:522 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:522 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090552001Recovered Amount :0.0
4 , 23/10/2012 04:49:25:538 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:538 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090552001Default Amount :64494.0
4 , 23/10/2012 04:49:25:538 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:538 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:25:538 , ClaimAction , displayClaimApproval() , memId :001500200000
4 , 23/10/2012 04:49:25:538 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:25:538 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12MP100335601
4 , 23/10/2012 04:49:25:538 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:538 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:553 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:553 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:553 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:25:553 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101012301
4 , 23/10/2012 04:49:25:553 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:553 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:553 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:25:553 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:25:569 , ClaimAction , displayClaimApproval() , memId :003800210000
4 , 23/10/2012 04:49:25:569 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12KE080068501
4 , 23/10/2012 04:49:25:569 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:25:569 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:25:569 , ClaimAction , displayClaimApproval() , ###################
