4 , 22/10/2012 07:01:10:932 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:13:275 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101248001Default Amount :140000.0
4 , 22/10/2012 07:01:13:277 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:13:278 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:13:351 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:13:354 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100956601Oustanding Amount :50000.0
4 , 22/10/2012 07:01:13:357 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100956601Approved Application Amount :50000.0
4 , 22/10/2012 07:01:13:360 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100956601Claim Applied Amount :50000.0
4 , 22/10/2012 07:01:13:363 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100956601Recovered Amount :0.0
4 , 22/10/2012 07:01:13:366 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100956601Default Amount :39830.0
4 , 22/10/2012 07:01:13:368 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:13:369 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:13:434 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:13:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100331201Oustanding Amount :1481121.0
4 , 22/10/2012 07:01:13:440 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100331201Approved Application Amount :1500000.0
4 , 22/10/2012 07:01:13:443 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100331201Claim Applied Amount :1203074.0
4 , 22/10/2012 07:01:13:446 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100331201Recovered Amount :0.0
4 , 22/10/2012 07:01:13:449 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP100331201Default Amount :50000.0
4 , 22/10/2012 07:01:13:452 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:13:455 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:13:521 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:13:524 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100207301Oustanding Amount :130362.0
4 , 22/10/2012 07:01:13:527 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100207301Approved Application Amount :200000.0
4 , 22/10/2012 07:01:13:530 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100207301Claim Applied Amount :90271.0
4 , 22/10/2012 07:01:13:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100207301Recovered Amount :0.0
4 , 22/10/2012 07:01:13:535 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100207301Default Amount :1481121.0
4 , 22/10/2012 07:01:13:538 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:13:541 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:13:606 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:13:609 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100475901Oustanding Amount :1587505.0
4 , 22/10/2012 07:01:13:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100475901Approved Application Amount :1750000.0
4 , 22/10/2012 07:01:13:615 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100475901Claim Applied Amount :1190629.0
4 , 22/10/2012 07:01:13:618 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100475901Recovered Amount :0.0
4 , 22/10/2012 07:01:13:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12JH100475901Default Amount :130362.0
4 , 22/10/2012 07:01:13:624 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:13:627 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:13:692 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:13:695 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102094501Oustanding Amount :98707.0
4 , 22/10/2012 07:01:13:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102094501Approved Application Amount :100000.0
4 , 22/10/2012 07:01:13:701 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102094501Claim Applied Amount :64870.0
4 , 22/10/2012 07:01:13:704 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102094501Recovered Amount :0.0
4 , 22/10/2012 07:01:13:707 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB102094501Default Amount :1587505.0
4 , 22/10/2012 07:01:13:710 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:13:713 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:13:778 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:13:781 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101660501Oustanding Amount :65000.0
4 , 22/10/2012 07:01:13:784 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101660501Approved Application Amount :65000.0
4 , 22/10/2012 07:01:13:788 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101660501Claim Applied Amount :55250.0
4 , 22/10/2012 07:01:13:791 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101660501Recovered Amount :0.0
4 , 22/10/2012 07:01:13:793 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101660501Default Amount :98707.0
4 , 22/10/2012 07:01:13:796 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:13:799 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:13:876 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:13:879 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP110041301Oustanding Amount :135961.0
4 , 22/10/2012 07:01:13:882 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP110041301Approved Application Amount :160000.0
4 , 22/10/2012 07:01:13:885 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP110041301Claim Applied Amount :101971.0
4 , 22/10/2012 07:01:13:888 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP110041301Recovered Amount :0.0
4 , 22/10/2012 07:01:13:891 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP110041301Default Amount :65000.0
4 , 22/10/2012 07:01:13:894 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:13:897 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:13:965 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:13:969 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080168501Oustanding Amount :768344.0
4 , 22/10/2012 07:01:13:972 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080168501Approved Application Amount :1200000.0
4 , 22/10/2012 07:01:13:975 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080168501Claim Applied Amount :791445.0
4 , 22/10/2012 07:01:13:978 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080168501Recovered Amount :0.0
4 , 22/10/2012 07:01:13:981 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080168501Default Amount :135961.0
4 , 22/10/2012 07:01:13:984 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:13:987 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:052 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:055 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101308101Oustanding Amount :126500.0
4 , 22/10/2012 07:01:14:058 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101308101Approved Application Amount :126500.0
4 , 22/10/2012 07:01:14:061 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101308101Claim Applied Amount :126500.0
4 , 22/10/2012 07:01:14:064 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101308101Recovered Amount :0.0
4 , 22/10/2012 07:01:14:066 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101308101Default Amount :768344.0
4 , 22/10/2012 07:01:14:069 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:073 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:137 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:140 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100390201Oustanding Amount :72404.0
4 , 22/10/2012 07:01:14:143 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100390201Approved Application Amount :3000000.0
4 , 22/10/2012 07:01:14:146 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100390201Claim Applied Amount :75054.0
4 , 22/10/2012 07:01:14:149 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100390201Recovered Amount :0.0
4 , 22/10/2012 07:01:14:151 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100390201Default Amount :126500.0
4 , 22/10/2012 07:01:14:154 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:156 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:224 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:227 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100178401Oustanding Amount :50000.0
4 , 22/10/2012 07:01:14:234 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100178401Approved Application Amount :50000.0
4 , 22/10/2012 07:01:14:237 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100178401Claim Applied Amount :42500.0
4 , 22/10/2012 07:01:14:238 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100178401Recovered Amount :0.0
4 , 22/10/2012 07:01:14:239 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100178401Default Amount :72404.0
4 , 22/10/2012 07:01:14:241 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:242 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:308 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:311 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186301Oustanding Amount :50000.0
4 , 22/10/2012 07:01:14:314 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186301Approved Application Amount :50000.0
4 , 22/10/2012 07:01:14:317 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186301Claim Applied Amount :42500.0
4 , 22/10/2012 07:01:14:320 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186301Recovered Amount :0.0
4 , 22/10/2012 07:01:14:322 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091186301Default Amount :50000.0
4 , 22/10/2012 07:01:14:325 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:327 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:390 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:393 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100183301Oustanding Amount :50000.0
4 , 22/10/2012 07:01:14:397 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100183301Approved Application Amount :50000.0
4 , 22/10/2012 07:01:14:400 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100183301Claim Applied Amount :42500.0
4 , 22/10/2012 07:01:14:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100183301Recovered Amount :0.0
4 , 22/10/2012 07:01:14:405 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100183301Default Amount :50000.0
4 , 22/10/2012 07:01:14:408 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:411 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:478 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553801Oustanding Amount :50000.0
4 , 22/10/2012 07:01:14:484 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553801Approved Application Amount :50000.0
4 , 22/10/2012 07:01:14:487 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553801Claim Applied Amount :42500.0
4 , 22/10/2012 07:01:14:492 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553801Recovered Amount :0.0
4 , 22/10/2012 07:01:14:495 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091553801Default Amount :50000.0
4 , 22/10/2012 07:01:14:498 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:501 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:565 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:568 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091202701Oustanding Amount :40000.0
4 , 22/10/2012 07:01:14:572 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091202701Approved Application Amount :40000.0
4 , 22/10/2012 07:01:14:578 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091202701Claim Applied Amount :34000.0
4 , 22/10/2012 07:01:14:581 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091202701Recovered Amount :0.0
4 , 22/10/2012 07:01:14:584 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091202701Default Amount :50000.0
4 , 22/10/2012 07:01:14:586 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:589 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:654 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:657 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102475101Oustanding Amount :200000.0
4 , 22/10/2012 07:01:14:660 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102475101Approved Application Amount :200000.0
4 , 22/10/2012 07:01:14:663 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102475101Claim Applied Amount :170000.0
4 , 22/10/2012 07:01:14:666 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102475101Recovered Amount :0.0
4 , 22/10/2012 07:01:14:669 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102475101Default Amount :40000.0
4 , 22/10/2012 07:01:14:672 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:675 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:739 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:742 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100981301Oustanding Amount :50000.0
4 , 22/10/2012 07:01:14:745 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100981301Approved Application Amount :50000.0
4 , 22/10/2012 07:01:14:748 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100981301Claim Applied Amount :42500.0
4 , 22/10/2012 07:01:14:750 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100981301Recovered Amount :0.0
4 , 22/10/2012 07:01:14:753 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100981301Default Amount :200000.0
4 , 22/10/2012 07:01:14:756 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:759 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:824 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:827 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070201Oustanding Amount :75000.0
4 , 22/10/2012 07:01:14:831 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070201Approved Application Amount :75000.0
4 , 22/10/2012 07:01:14:834 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070201Claim Applied Amount :63750.0
4 , 22/10/2012 07:01:14:837 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070201Recovered Amount :0.0
4 , 22/10/2012 07:01:14:839 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091070201Default Amount :50000.0
4 , 22/10/2012 07:01:14:842 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:845 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:14:917 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:14:920 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091141901Oustanding Amount :300000.0
4 , 22/10/2012 07:01:14:923 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091141901Approved Application Amount :300000.0
4 , 22/10/2012 07:01:14:926 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091141901Claim Applied Amount :270956.0
4 , 22/10/2012 07:01:14:929 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091141901Recovered Amount :0.0
4 , 22/10/2012 07:01:14:931 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB091141901Default Amount :75000.0
4 , 22/10/2012 07:01:14:934 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:01:14:937 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:01:15:000 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:01:15:003 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101332501Oustanding Amount :70000.0
4 , 22/10/2012 07:01:15:006 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101332501Approved Application Amount :70000.0
4 , 22/10/2012 07:01:15:009 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101332501Claim Applied Amount :59500.0
