4 , 23/10/2012 04:46:14:185 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:058 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091445801Default Amount :5864.0
4 , 23/10/2012 04:46:15:058 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:058 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:058 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:058 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:105 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163301Oustanding Amount :50000.0
4 , 23/10/2012 04:46:15:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163301Approved Application Amount :50000.0
4 , 23/10/2012 04:46:15:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163301Claim Applied Amount :42500.0
4 , 23/10/2012 04:46:15:105 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163301Recovered Amount :0.0
4 , 23/10/2012 04:46:15:121 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100163301Default Amount :34502.0
4 , 23/10/2012 04:46:15:121 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:121 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:121 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:121 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:136 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021301Oustanding Amount :13179.0
4 , 23/10/2012 04:46:15:136 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090044301Oustanding Amount :412837.65
4 , 23/10/2012 04:46:15:136 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021301Approved Application Amount :24000.0
4 , 23/10/2012 04:46:15:136 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090044301Approved Application Amount :600000.0
4 , 23/10/2012 04:46:15:136 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021301Claim Applied Amount :13179.0
4 , 23/10/2012 04:46:15:152 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090044301Claim Applied Amount :335479.0
4 , 23/10/2012 04:46:15:152 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021301Recovered Amount :0.0
4 , 23/10/2012 04:46:15:152 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090044301Recovered Amount :0.0
4 , 23/10/2012 04:46:15:152 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12CH090021301Default Amount :120000.0
4 , 23/10/2012 04:46:15:152 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN090044301Default Amount :50000.0
4 , 23/10/2012 04:46:15:152 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:152 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:152 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:152 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:230 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:230 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603401Oustanding Amount :60000.0
4 , 23/10/2012 04:46:15:230 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603401Approved Application Amount :60000.0
4 , 23/10/2012 04:46:15:230 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603401Claim Applied Amount :51000.0
4 , 23/10/2012 04:46:15:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101672901Oustanding Amount :159424.0
4 , 23/10/2012 04:46:15:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603401Recovered Amount :0.0
4 , 23/10/2012 04:46:15:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101672901Approved Application Amount :183000.0
4 , 23/10/2012 04:46:15:245 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091603401Default Amount :50000.0
4 , 23/10/2012 04:46:15:261 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:261 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101672901Claim Applied Amount :135510.0
4 , 23/10/2012 04:46:15:261 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:261 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100086001Oustanding Amount :5625335.22
4 , 23/10/2012 04:46:15:261 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101672901Recovered Amount :0.0
4 , 23/10/2012 04:46:15:261 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:261 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100086001Approved Application Amount :5917000.0
4 , 23/10/2012 04:46:15:261 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101672901Default Amount :13179.0
4 , 23/10/2012 04:46:15:261 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100086001Claim Applied Amount :5917000.0
4 , 23/10/2012 04:46:15:261 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:261 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100086001Recovered Amount :0.0
4 , 23/10/2012 04:46:15:277 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:277 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100086001Default Amount :412837.65
4 , 23/10/2012 04:46:15:277 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:277 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:339 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:339 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526201Oustanding Amount :12000.0
4 , 23/10/2012 04:46:15:339 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:355 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526201Approved Application Amount :12000.0
4 , 23/10/2012 04:46:15:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768301Oustanding Amount :15000.0
4 , 23/10/2012 04:46:15:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790801Oustanding Amount :116437.0
4 , 23/10/2012 04:46:15:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526201Claim Applied Amount :10200.0
4 , 23/10/2012 04:46:15:355 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768301Approved Application Amount :15000.0
4 , 23/10/2012 04:46:15:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790801Approved Application Amount :123000.0
4 , 23/10/2012 04:46:15:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526201Recovered Amount :0.0
4 , 23/10/2012 04:46:15:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768301Claim Applied Amount :12750.0
4 , 23/10/2012 04:46:15:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790801Claim Applied Amount :92250.0
4 , 23/10/2012 04:46:15:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100526201Default Amount :60000.0
4 , 23/10/2012 04:46:15:370 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768301Recovered Amount :0.0
4 , 23/10/2012 04:46:15:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790801Recovered Amount :0.0
4 , 23/10/2012 04:46:15:386 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768301Default Amount :5625335.22
4 , 23/10/2012 04:46:15:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12TN101790801Default Amount :159424.0
4 , 23/10/2012 04:46:15:386 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:386 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:386 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:386 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:386 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:448 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:448 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259101Oustanding Amount :11065.0
4 , 23/10/2012 04:46:15:448 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259101Approved Application Amount :20000.0
4 , 23/10/2012 04:46:15:448 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259101Claim Applied Amount :8299.0
4 , 23/10/2012 04:46:15:464 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259101Recovered Amount :0.0
4 , 23/10/2012 04:46:15:464 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:464 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:464 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KA100259101Default Amount :12000.0
4 , 23/10/2012 04:46:15:464 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090260501Oustanding Amount :27500.0
4 , 23/10/2012 04:46:15:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090956501Oustanding Amount :1975000.0
4 , 23/10/2012 04:46:15:479 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090260501Approved Application Amount :27500.0
4 , 23/10/2012 04:46:15:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090956501Approved Application Amount :2000000.0
4 , 23/10/2012 04:46:15:479 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090260501Claim Applied Amount :20625.0
4 , 23/10/2012 04:46:15:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090956501Claim Applied Amount :1504448.0
4 , 23/10/2012 04:46:15:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090260501Recovered Amount :0.0
4 , 23/10/2012 04:46:15:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090956501Recovered Amount :0.0
4 , 23/10/2012 04:46:15:479 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090260501Default Amount :15000.0
4 , 23/10/2012 04:46:15:495 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090956501Default Amount :116437.0
4 , 23/10/2012 04:46:15:495 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:495 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:495 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:495 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:542 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:542 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP100465301Oustanding Amount :1764000.0
4 , 23/10/2012 04:46:15:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP100465301Approved Application Amount :1764000.0
4 , 23/10/2012 04:46:15:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP100465301Claim Applied Amount :1661143.0
4 , 23/10/2012 04:46:15:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP100465301Recovered Amount :0.0
4 , 23/10/2012 04:46:15:557 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12HP100465301Default Amount :11065.0
4 , 23/10/2012 04:46:15:557 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:573 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:573 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:573 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:573 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100345501Oustanding Amount :179745.0
4 , 23/10/2012 04:46:15:573 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090629201Oustanding Amount :123033.0
4 , 23/10/2012 04:46:15:573 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100345501Approved Application Amount :210150.0
4 , 23/10/2012 04:46:15:589 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090629201Approved Application Amount :142500.0
4 , 23/10/2012 04:46:15:589 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100345501Claim Applied Amount :96653.0
4 , 23/10/2012 04:46:15:589 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090629201Claim Applied Amount :72838.0
4 , 23/10/2012 04:46:15:589 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100345501Recovered Amount :0.0
4 , 23/10/2012 04:46:15:589 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090629201Recovered Amount :0.0
4 , 23/10/2012 04:46:15:589 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100345501Default Amount :27500.0
4 , 23/10/2012 04:46:15:589 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090629201Default Amount :1975000.0
4 , 23/10/2012 04:46:15:589 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:589 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:589 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:589 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:620 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:620 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100452101Oustanding Amount :1892353.0
4 , 23/10/2012 04:46:15:620 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100452101Approved Application Amount :1900000.0
4 , 23/10/2012 04:46:15:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100452101Claim Applied Amount :1419265.0
4 , 23/10/2012 04:46:15:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100452101Recovered Amount :0.0
4 , 23/10/2012 04:46:15:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100452101Default Amount :1764000.0
4 , 23/10/2012 04:46:15:635 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:635 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:651 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100659801Oustanding Amount :279173.12
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100659801Approved Application Amount :285000.0
4 , 23/10/2012 04:46:15:667 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100659801Claim Applied Amount :118201.59
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100267101Oustanding Amount :40000.0
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100659801Recovered Amount :0.0
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100267101Approved Application Amount :40000.0
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100659801Default Amount :179745.0
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100267101Claim Applied Amount :35983.0
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:667 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100267101Recovered Amount :0.0
4 , 23/10/2012 04:46:15:667 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:682 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100267101Default Amount :123033.0
4 , 23/10/2012 04:46:15:682 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:682 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:698 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090129601Oustanding Amount :661916.0
4 , 23/10/2012 04:46:15:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090129601Approved Application Amount :770000.0
4 , 23/10/2012 04:46:15:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090129601Claim Applied Amount :616418.0
4 , 23/10/2012 04:46:15:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090129601Recovered Amount :0.0
4 , 23/10/2012 04:46:15:698 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MA090129601Default Amount :1892353.0
4 , 23/10/2012 04:46:15:698 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:46:15:698 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:46:15:745 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:46:15:745 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568501Oustanding Amount :70722.0
4 , 23/10/2012 04:46:15:745 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101568501Approved Application Amount :90000.0
